genre_ids,original_language,popularity,release_date,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,total_gross
"[53, 28, 18, 80]",en,12.357000000000001,2012-01-13,Contraband,6.2,1114,Uni.,66500000.0,29700000.0,2012,96200000.0
"[10749, 35, 18]",en,12.27,2012-05-18,What to Expect When You're Expecting,5.9,1130,LGF,41200000.0,43200000.0,2012,84400000.0
"[28, 53, 10752]",en,12.197000000000001,2012-02-24,Act of Valor,6.3,583,Rela.,70000000.0,11300000.0,2012,81300000.0
"[80, 18]",en,12.147,2012-08-29,Lawless,7.0,1660,Wein.,37400000.0,16300000.0,2012,53700000.0
"[18, 53]",en,12.14,2012-09-14,Arbitrage,6.2,459,RAtt.,7900000.0,27600000.0,2012,35500000.0
"[28, 35, 10749]",en,12.017000000000001,2012-02-17,This Means War,6.0,2096,Fox,54800000.0,101700000.0,2012,156500000.0
[18],en,11.692,2012-11-02,Flight,6.7,3582,Par.,93800000.0,68000000.0,2012,161800000.0
"[16, 18]",ja,11.574000000000002,2012-11-16,From Up on Poppy Hill,7.6,644,GK,1000000.0,60000000.0,2013,61000000.0
"[27, 53, 35]",en,11.544,2012-06-01,Piranha 3DD,4.2,509,W/Dim.,377000.0,8100000.0,2012,8477000.0
"[35, 18, 10402, 10749]",en,11.369000000000002,2012-06-15,Rock of Ages,6.1,686,WB (NL),38500000.0,20900000.0,2012,59400000.0
"[35, 10751]",en,11.36,2012-08-03,Diary of a Wimpy Kid: Dog Days,6.2,440,Fox,49000000.0,28100000.0,2012,77100000.0
"[80, 53]",en,11.298,2012-11-30,Killing Them Softly,6.0,1105,Wein.,15000000.0,22900000.0,2012,37900000.0
"[28, 53, 878]",en,11.273,2012-04-13,Lockout,5.9,1004,FD,14300000.0,17900000.0,2012,32200000.0
"[28, 53, 80]",en,11.263,2012-01-27,Man on a Ledge,6.3,1460,LG/S,18600000.0,27600000.0,2012,46200000.0
"[18, 35, 10749]",en,11.25,2012-10-19,The First Time,7.0,1426,Gold.,22800.0,652000000.0,2012,652022800.0
"[18, 10749, 35]",en,11.208,2012-03-09,Salmon Fishing in the Yemen,6.4,499,CBS,9000000.0,25500000.0,2012,34500000.0
"[35, 80]",en,10.967,2012-10-12,Seven Psychopaths,6.8,2109,CBS,15000000.0,4400000.0,2012,19400000.0
"[10402, 18, 10749]",en,10.925,2012-07-27,Step Up Revolution,6.8,1252,LG/S,35100000.0,105400000.0,2012,140500000.0
"[10749, 35]",en,10.729000000000001,2012-04-27,The Five-Year Engagement,5.8,742,Uni.,28800000.0,25100000.0,2012,53900000.0
"[18, 10749]",fr,10.705,2012-12-19,Amour,7.7,746,SPC,6700000.0,13100000.0,2012,19800000.0
"[53, 27, 14]",en,10.668,2012-03-30,Intruders,5.4,263,MNE,69100.0,2900000.0,2012,2969100.0
"[18, 53, 27]",en,7.272,2016-01-15,Intruders,5.8,245,MNE,69100.0,2900000.0,2012,2969100.0
"[18, 53, 27]",en,7.272,2016-01-15,Intruders,5.8,245,MNE,69100.0,2900000.0,2012,2969100.0
[35],en,10.265999999999998,2012-08-10,The Campaign,5.7,982,WB,86900000.0,18000000.0,2012,104900000.0
"[28, 35]",en,10.265,2012-10-12,Here Comes the Boom,6.0,812,Sony,45300000.0,27800000.0,2012,73100000.0
"[18, 28, 12, 36, 10752]",en,10.247,2012-01-11,Red Tails,6.0,256,Fox,49900000.0,489000.0,2012,50389000.0
"[28, 35, 878]",en,10.228,2012-07-27,The Watch,5.4,1356,Fox,35400000.0,32900000.0,2012,68300000.0
[35],en,10.124,2012-12-25,Parental Guidance,5.8,276,Fox,77300000.0,42500000.0,2012,119800000.0
"[18, 10749]",en,9.987,2012-11-16,Anna Karenina,6.7,1265,Focus,12800000.0,56100000.0,2012,68900000.0
"[28, 53, 80, 9648]",en,9.962,2012-10-18,Alex Cross,5.1,424,LG/S,25900000.0,8700000.0,2012,34600000.0
[18],en,9.935,2012-09-21,About Cherry,4.4,139,IFC,3000.0,652000000.0,2012,652003000.0
"[35, 10749]",en,9.896,2012-02-24,Wanderlust,5.4,693,Uni.,17500000.0,4200000.0,2012,21700000.0
"[35, 80]",en,9.715,2012-03-02,Project X,6.4,2968,WB,54700000.0,48000000.0,2012,102700000.0
[99],en,1.39,2016-11-18,Project X,5.6,7,WB,54700000.0,48000000.0,2012,102700000.0
"[35, 10749, 14, 18]",en,9.624,2012-07-25,Ruby Sparks,7.1,906,FoxS,2500000.0,6600000.0,2012,9100000.0
"[10749, 35, 18]",en,9.562999999999999,2012-06-22,To Rome with Love,5.7,1097,SPC,16700000.0,56600000.0,2012,73300000.0
[35],en,9.531,2012-02-24,Goon,6.5,491,Magn.,4200000.0,2300000.0,2012,6500000.0
"[35, 18]",en,9.42,2013-05-17,Frances Ha,7.4,624,IFC,4099999.0,652000000.0,2013,656099999.0
"[35, 18]",en,9.42,2013-05-17,Frances Ha,7.4,624,IFC,4099999.0,652000000.0,2013,656099999.0
"[28, 35, 878]",en,9.419,2012-03-10,Iron Sky,5.7,840,EOne,122000.0,8000000.0,2012,8122000.0
[18],en,9.407,2012-11-23,Hitchcock,6.5,827,FoxS,6000000.0,17600000.0,2012,23600000.0
[35],en,9.357999999999999,2012-04-13,The Three Stooges,5.1,215,Fox,44300000.0,10500000.0,2012,54800000.0
"[53, 35, 28]",en,9.311,2013-02-01,Stand Up Guys,6.0,462,LGF,3300000.0,652000000.0,2013,655300000.0
"[53, 35, 28]",en,9.311,2013-02-01,Stand Up Guys,6.0,462,LGF,3300000.0,652000000.0,2013,655300000.0
"[14, 18, 35, 10751]",en,9.216000000000001,2012-08-15,The Odd Life of Timothy Green,6.7,605,BV,51900000.0,4200000.0,2012,56100000.0
"[35, 10749, 878, 18]",en,9.214,2012-06-08,Safety Not Guaranteed,6.9,792,FD,4000000.0,652000000.0,2012,656000000.0
"[35, 18]",en,9.152999999999999,2012-05-11,God Bless America,7.1,532,Magn.,123000.0,652000000.0,2012,652123000.0
[18],en,9.078,2012-06-29,People Like Us,6.8,360,BV,12400000.0,652000000.0,2012,664400000.0
"[27, 53]",en,9.059,2012-09-21,The Collection,6.1,465,LD,6800000.0,652000000.0,2012,658800000.0
[],en,0.84,2017-03-11,The Collection,7.0,1,LD,6800000.0,652000000.0,2012,658800000.0
"[18, 36, 10752]",zh,9.01,2012-12-18,The Flowers of War,7.4,333,WHE,311000.0,652000000.0,2012,652311000.0
"[27, 53]",en,8.978,2012-08-31,The Possession,5.9,918,LGF,49100000.0,36300000.0,2012,85400000.0
"[28, 53, 9648]",en,8.974,2012-09-06,The Cold Light of Day,5.1,463,LG/S,3800000.0,13100000.0,2012,16900000.0
[27],en,8.965,2012-10-19,Paranormal Activity 4,5.4,1026,Par.,53900000.0,88900000.0,2012,142800000.0
[35],en,8.939,2012-12-19,The Guilt Trip,5.4,403,Par.,37100000.0,4700000.0,2012,41800000.0
"[12, 18]",en,8.919,2012-12-21,On the Road,5.6,518,IFC,744000.0,8000000.0,2012,8744000.0
"[18, 10749]",fr,8.879,2012-11-23,Rust and Bone,7.2,769,SPC,2100000.0,23700000.0,2012,25800000.0
"[35, 10749]",en,8.753,2012-05-18,Hysteria,6.6,459,SPC,1800000.0,7700000.0,2012,9500000.0
"[35, 18]",en,8.686,2012-08-31,"For a Good Time, Call...",5.8,167,Focus,1300000.0,652000000.0,2012,653300000.0
[27],en,0.8909999999999999,2017-04-01,"For a Good Time, Call...",5.5,1,Focus,1300000.0,652000000.0,2012,653300000.0
"[18, 35]",en,8.665,2012-05-25,The Best Exotic Marigold Hotel,6.9,756,FoxS,46400000.0,90400000.0,2012,136800000.0
[18],en,8.585,2012-11-02,This Must Be the Place,7.0,589,Wein.,144000.0,11600000.0,2012,11744000.0
"[18, 10749]",en,8.548,2012-09-21,Trouble with the Curve,6.7,613,WB,35800000.0,13200000.0,2012,49000000.0
"[99, 9648]",en,8.423,2012-07-13,The Imposter,7.4,402,IM,898000.0,1100000.0,2012,1998000.0
"[35, 10749]",en,8.362,2012-03-09,Friends with Kids,5.8,260,RAtt.,7300000.0,5800000.0,2012,13100000.0
[35],en,8.356,2012-08-03,The Babymakers,4.9,76,MNE,7900.0,652000000.0,2012,652007900.0
"[18, 35, 10749]",en,8.312999999999999,2012-08-07,Hope Springs,6.1,429,Sony,63500000.0,50700000.0,2012,114200000.0
"[28, 878, 53]",en,8.257,2012-11-30,Universal Soldier: Day of Reckoning,5.3,192,Magn.,5500.0,364000.0,2012,369500.0
"[53, 18, 9648]",en,8.142999999999999,2012-10-05,The Paperboy,5.5,409,MNE,693000.0,661000.0,2012,1354000.0
[35],en,8.132,2012-12-21,This Is 40,5.7,1296,Uni.,67500000.0,20500000.0,2012,88000000.0
"[27, 53, 9648]",en,8.102,2012-08-06,Truth or Dare,5.6,194,Uni.,41400000.0,53900000.0,2018,95300000.0
[27],en,0.84,2013-09-13,Truth or Dare,4.7,3,Uni.,41400000.0,53900000.0,2018,95300000.0
[28],en,0.6,2014-06-15,Truth or Dare,7.0,1,Uni.,41400000.0,53900000.0,2018,95300000.0
[27],en,4.354,2017-10-08,Truth or Dare,5.2,50,Uni.,41400000.0,53900000.0,2018,95300000.0
"[53, 27]",en,14.354000000000001,2018-04-13,Truth or Dare,6.0,2005,Uni.,41400000.0,53900000.0,2018,95300000.0
"[35, 18, 10749, 878]",en,8.092,2012-06-22,Seeking a Friend for the End of the World,6.4,1108,Focus,7100000.0,2600000.0,2012,9700000.0
"[18, 10749]",en,8.09,2012-02-03,W.E.,5.8,94,Wein.,583000.0,285000.0,2012,868000.0
"[10749, 35, 18]",en,8.088,2012-09-14,Liberal Arts,6.3,279,IFC,327000.0,652000000.0,2012,652327000.0
"[35, 18]",en,8.027000000000001,2012-07-06,The Magic of Belle Isle,7.1,187,Magn.,102000.0,652000000.0,2012,652102000.0
"[18, 35]",en,8.017000000000001,2012-03-08,A Thousand Words,6.1,685,P/DW,18500000.0,3600000.0,2012,22100000.0
"[18, 53]",en,8.016,2012-01-19,Coriolanus,6.0,215,Wein.,757000.0,315000.0,2012,1072000.0
"[35, 10749]",en,7.778,2012-12-07,Playing for Keeps,5.6,420,FD,13100000.0,652000000.0,2012,665100000.0
"[27, 53]",en,7.713999999999999,2012-08-24,The Apparition,4.3,221,WB,4900000.0,4700000.0,2012,9600000.0
[18],fr,7.9129999999999985,2018-09-07,The Apparition,6.4,63,WB,4900000.0,4700000.0,2012,9600000.0
[18],en,7.702000000000001,2012-08-17,Cosmopolis,5.4,546,EOne,764000.0,5300000.0,2012,6064000.0
"[18, 10749]",hi,7.7010000000000005,2012-11-13,Jab Tak Hai Jaan,6.9,107,Yash,3000000.0,652000000.0,2012,655000000.0
[18],fr,7.693,2012-04-22,Elles,5.5,74,KL,158000.0,754000.0,2012,912000.0
"[35, 37]",en,7.691,2012-03-16,Casa De Mi Padre,5.2,154,LGF,5900000.0,2100000.0,2012,8000000.0
"[80, 18, 53]",hi,7.653,2012-11-30,Talaash,6.8,94,Relbig.,2900000.0,652000000.0,2012,654900000.0
"[18, 36, 10749]",da,7.6370000000000005,2012-11-09,A Royal Affair,7.4,451,Magn.,1500000.0,6000000.0,2012,7500000.0
"[28, 18, 27, 878]",en,7.631,2012-08-29,The Day,5.0,125,Anch.,21000.0,652000000.0,2012,652021000.0
"[28, 80]",ko,7.56,2012-10-12,The Thieves,6.6,119,WGUSA,686000.0,82800000.0,2012,83486000.0
"[18, 14, 12]",en,7.53,2012-06-29,Beasts of the Southern Wild,6.9,605,FoxS,12800000.0,8300000.0,2012,21100000.0
[99],en,7.4929999999999986,2013-05-17,Stories We Tell,7.3,111,RAtt.,1600000.0,652000000.0,2013,653600000.0
[99],en,7.4929999999999986,2013-05-17,Stories We Tell,7.3,111,RAtt.,1600000.0,652000000.0,2013,653600000.0
"[878, 35, 18, 80]",en,7.485,2012-08-16,Robot & Frank,6.9,620,Gold.,3300000.0,652000000.0,2012,655300000.0
"[99, 10402]",en,7.478,2012-07-27,Searching for Sugar Man,7.9,441,SPC,3700000.0,652000000.0,2012,655700000.0
"[35, 18]",en,7.455,2012-10-12,Smashed,6.4,134,SPC,377000.0,652000000.0,2012,652377000.0
"[53, 27]",en,7.403,2012-01-06,The Devil Inside,4.7,441,Par.,53300000.0,48500000.0,2012,101800000.0
"[35, 18, 10749]",en,7.385,2012-08-10,2 Days in New York,5.6,149,Magn.,633000.0,1000000.0,2012,1633000.0
"[18, 35, 10749]",fr,7.353,2012-03-16,Delicacy,6.3,250,Cohen,499000.0,9200000.0,2012,9699000.0
"[27, 18]",en,0.6,2013-04-20,Delicacy,8.0,1,Cohen,499000.0,9200000.0,2012,9699000.0
[18],en,7.2929999999999975,2012-03-02,Being Flynn,6.2,128,Focus,540000.0,652000000.0,2012,652540000.0
"[18, 10749]",en,7.276,2012-08-03,360,5.8,144,Magn.,100000.0,1600000.0,2012,1700000.0
"[18, 53]",en,7.2010000000000005,2012-09-07,The Words,6.6,628,CBS,11500000.0,1700000.0,2012,13200000.0
"[53, 27]",en,7.1720000000000015,2012-10-05,V/H/S,5.9,604,Magn.,100000.0,652000000.0,2012,652100000.0
"[18, 35]",fr,7.1560000000000015,2012-05-11,Where Do We Go Now?,7.4,89,SPC,532000.0,652000000.0,2012,652532000.0
"[99, 10402]",en,7.138999999999999,2012-07-05,Katy Perry: Part of Me,6.8,147,Par.,25300000.0,7400000.0,2012,32700000.0
"[53, 12, 18]",en,7.1320000000000014,2012-03-30,Dark Tide,5.0,105,WHE,415000000.0,432000.0,2012,415432000.0
"[18, 35]",en,7.115,2012-06-14,Your Sister's Sister,6.6,192,IFC,1600000.0,652000000.0,2012,653600000.0
[35],en,7.072,2012-10-26,Fun Size,5.5,249,Par.,9400000.0,2000000.0,2012,11400000.0
"[35, 10749]",en,7.05,2012-09-06,Bachelorette,5.4,755,RTWC,448000.0,11500000.0,2012,11948000.0
"[27, 53, 80]",en,7.0360000000000005,2012-01-04,Kill List,6.1,332,IFC,29100.0,143000.0,2012,172100.0
"[35, 18, 36]",en,7.0020000000000024,2012-12-07,Hyde Park on Hudson,5.3,111,Focus,6400000.0,2500000.0,2012,8900000.0
"[27, 53]",en,6.984,2012-04-06,ATM,5.1,291,IFC,3000.0,652000000.0,2012,652003000.0
"[28, 12]",en,6.961,2012-08-03,Soldiers of Fortune,4.6,70,RAtt.,38900.0,1500000.0,2012,1538900.0
"[18, 53, 80, 9648]",en,6.93,2012-08-24,Compliance,6.4,340,Magn.,319000.0,652000000.0,2012,652319000.0
"[18, 35]",it,6.879,2012-04-06,We Have a Pope,6.9,232,IFC,548000.0,15600000.0,2012,16148000.0
[18],en,6.8770000000000024,2012-03-11,Eden,6.8,100,BG,65500.0,652000000.0,2015,652065500.0
"[18, 10402]",en,5.3729999999999976,2015-06-19,Eden,5.8,57,BG,65500.0,652000000.0,2015,652065500.0
[],en,0.6,2014-10-04,Eden,5.0,2,BG,65500.0,652000000.0,2015,652065500.0
"[18, 10402]",en,5.3729999999999976,2015-06-19,Eden,5.8,57,BG,65500.0,652000000.0,2015,652065500.0
"[53, 18]",en,3.0610000000000004,2015-09-18,Eden,5.4,29,BG,65500.0,652000000.0,2015,652065500.0
"[18, 10402]",en,5.3729999999999976,2015-06-19,Eden,5.8,57,BG,65500.0,652000000.0,2015,652065500.0
[],en,0.6,2018-11-25,Eden,0.0,1,BG,65500.0,652000000.0,2015,652065500.0
"[10402, 99]",en,6.86,2012-04-20,Marley,7.6,149,Magn.,1400000.0,652000000.0,2012,653400000.0
"[10749, 18]",en,6.831,2012-06-08,Bel Ami,5.2,310,Magn.,120000.0,8199999.0,2012,8319999.0
"[18, 10749]",en,6.817,2012-03-23,The Deep Blue Sea,5.8,132,MBox,1100000.0,652000000.0,2012,653100000.0
"[35, 10402]",en,6.787000000000001,2012-01-13,Joyful Noise,6.4,70,WB,30900000.0,226000.0,2012,31126000.0
"[12, 18, 10749]",en,6.76,2012-02-03,Big Miracle,6.6,250,Uni.,20200000.0,4600000.0,2012,24800000.0
"[18, 35]",en,6.728,2012-12-07,Lay the Favorite,5.3,125,RTWC,21000.0,1600000.0,2012,1621000.0
"[35, 18]",en,6.724,2012-09-14,10 Years,5.8,299,Anch.,203000.0,652000000.0,2012,652203000.0
"[27, 35]",es,6.631,2012-03-16,Juan of the Dead,6.2,118,Outs,18000.0,652000000.0,2012,652018000.0
"[35, 10749]",en,6.625,2012-04-06,Damsels in Distress,5.5,103,SPC,1000000.0,652000000.0,2012,653000000.0
"[35, 18]",en,6.556,2012-05-11,Girl in Progress,5.5,71,LGF,2600000.0,2000000.0,2012,4600000.0
[18],en,6.546,2012-10-26,Chasing Mavericks,7.0,329,Fox,6000000.0,600.0,2012,6000600.0
"[16, 10402, 10749]",en,6.515,2012-02-10,Chico & Rita,6.8,77,GK,351000.0,1900000.0,2012,2251000.0
[18],en,6.492000000000001,2012-09-27,At Any Price,5.2,125,SPC,381000.0,652000000.0,2013,652381000.0
[18],no,6.485,2012-05-25,"Oslo, August 31st",7.5,129,Strand,101000.0,652000000.0,2012,652101000.0
"[18, 10749, 35]",en,6.46,2012-10-18,The Sessions,6.9,296,FoxS,6000000.0,3100000.0,2012,9100000.0
"[53, 18]",da,6.399,2012-08-04,A Hijacking,6.9,145,Magn.,414000.0,652000000.0,2013,652414000.0
"[27, 53]",en,6.364,2012-05-18,Lovely Molly,5.1,125,Imag.,18500.0,652000000.0,2012,652018500.0
"[18, 35]",en,6.315,2012-06-27,The Angels' Share,7.1,243,IFC,347000.0,6700000.0,2013,7047000.0
[99],en,6.28,2012-07-06,The Queen of Versailles,7.1,116,Magn.,2400000.0,652000000.0,2012,654400000.0
"[18, 35]",en,6.222,2012-05-25,Take This Waltz,6.5,178,Magn.,1200000.0,652000000.0,2012,653200000.0
"[10402, 18]",en,6.21,2012-11-02,A Late Quartet,6.9,116,EOne,1600000.0,652000000.0,2012,653600000.0
"[35, 16]",fr,6.142,2012-12-14,The Rabbi's Cat,6.8,86,GK,23400.0,3700000.0,2012,3723400.0
[18],en,6.14,2012-09-28,Won't Back Down,6.3,64,Fox,5300000.0,652000000.0,2012,657300000.0
[99],en,0.938,2014-06-03,Won't Back Down,6.2,3,Fox,5300000.0,652000000.0,2012,657300000.0
[18],ja,6.138,2012-05-11,I Wish,7.2,68,Magn.,146000.0,1400000.0,2012,1546000.0
"[35, 18]",fr,6.1160000000000005,2012-08-31,Chicken with Plums,7.2,86,SPC,254000.0,1200000.0,2012,1454000.0
"[18, 99]",en,6.015,2012-08-22,Samsara,8.2,276,Osci.,2700000.0,652000000.0,2012,654700000.0
"[28, 18, 35]",zh,5.99,2012-10-19,Tai Chi Zero,6.0,61,Vari.,212000.0,652000000.0,2012,652212000.0
[18],en,5.952999999999999,2012-04-10,The Lady,6.9,130,Cohen,355000.0,3400000.0,2012,3755000.0
"[18, 14]",es,5.935,2012-10-11,Blancanieves,7.3,122,Cohen,280000.0,652000000.0,2013,652280000.0
"[18, 14]",es,5.935,2012-10-11,Blancanieves,7.3,122,Cohen,280000.0,652000000.0,2013,652280000.0
"[35, 10749]",en,5.905,2012-04-20,Think Like a Man,6.9,438,SGem,91500000.0,4500000.0,2012,96000000.0
[18],cn,5.8770000000000024,2012-04-13,A Simple Life,7.3,58,CL,192000.0,2600000.0,2012,2792000.0
"[18, 35, 10749]",en,5.7589999999999995,2012-09-07,Hello I Must Be Going,5.9,71,Osci.,107000.0,652000000.0,2012,652107000.0
[18],fr,5.734,2012-06-05,Declaration of War,7.1,111,IFC,59100.0,5800000.0,2012,5859100.0
[35],en,5.621,2012-04-24,Lola Versus,5.0,82,FoxS,253000.0,652000000.0,2012,652253000.0
"[18, 35, 10749]",hi,5.5870000000000015,2012-04-05,Housefull 2,5.2,45,Eros,1800000.0,652000000.0,2012,653800000.0
[878],en,5.461,2012-09-07,Branded,4.6,102,RAtt.,354000.0,3400000.0,2012,3754000.0
[99],en,5.433,2012-11-09,Chasing Ice,7.6,91,SD,1300000.0,652000000.0,2012,653300000.0
"[18, 14]",fr,5.31,2012-10-17,Holy Motors,7.0,431,IM,641000.0,652000000.0,2012,652641000.0
[99],en,5.305,2012-07-27,Ai Weiwei: Never Sorry,7.2,49,IFC,534000.0,652000000.0,2012,652534000.0
"[27, 878, 53]",en,5.19,2012-11-02,The Bay,5.5,341,RAtt.,30700.0,652000000.0,2012,652030700.0
"[35, 10749]",hi,5.064,2012-04-20,Vicky Donor,7.0,71,Eros,549000.0,652000000.0,2012,652549000.0
"[18, 14]",zh,4.953,2012-08-17,Painted Skin: The Resurrection,5.7,33,WGUSA,50400.0,652000000.0,2012,652050400.0
[35],da,4.8210000000000015,2012-04-20,Klown,6.5,60,Drft.,68800.0,12400000.0,2012,12468800.0
"[18, 10749]",en,4.815,2012-09-07,Keep the Lights On,6.2,44,MBox,246000.0,652000000.0,2012,652246000.0
"[18, 28, 53, 80]",de,4.795,2012-10-10,The Guardians,6.0,55,MBox,177000.0,652000000.0,2018,652177000.0
[35],cn,4.675,2012-09-28,Vulgaria,6.3,21,CL,59100.0,652000000.0,2012,652059100.0
"[18, 35, 10749]",hi,4.662,2012-02-10,Ek Main Aur Ekk Tu,5.6,41,UTV,1200000.0,652000000.0,2012,653200000.0
"[18, 10749]",en,4.6560000000000015,2012-04-20,Darling Companion,5.0,46,SPC,794000.0,652000000.0,2012,652794000.0
[28],hi,4.562,2012-06-01,Rowdy Rathore,5.9,40,UTV,777000.0,28600000.0,2012,29377000.0
[99],en,4.5,2012-04-20,Chimpanzee,7.2,61,BV,29000000.0,5900000.0,2012,34900000.0
[35],fr,4.462,2012-11-11,The Stroller Strategy,5.6,64,Rialto,3500.0,652000000.0,2013,652003500.0
"[18, 35, 10749]",en,4.438,2012-12-07,Cheerful Weather for the Wedding,5.8,30,IFC,2700.0,652000000.0,2012,652002700.0
"[18, 10749]",he,4.29,2012-06-06,Yossi,7.0,31,Strand,117000.0,652000000.0,2013,652117000.0
[18],en,4.1610000000000005,2013-09-13,Jayne Mansfield's Car,5.9,29,Anch.,14800.0,652000000.0,2013,652014800.0
[18],en,4.1610000000000005,2013-09-13,Jayne Mansfield's Car,5.9,29,Anch.,14800.0,652000000.0,2013,652014800.0
[18],en,3.972,2012-06-08,Dark Horse,5.5,51,BM&DH,166000.0,652000000.0,2012,652166000.0
"[18, 99]",en,2.355,2016-05-06,Dark Horse,4.1,27,BM&DH,166000.0,652000000.0,2012,652166000.0
"[18, 99]",en,2.355,2016-05-06,Dark Horse,4.1,27,BM&DH,166000.0,652000000.0,2012,652166000.0
[18],en,3.779,2012-12-14,Any Day Now,6.9,45,MBox,201000.0,652000000.0,2012,652201000.0
[99],en,3.661,2012-05-11,Steve Jobs: The Lost Interview,7.5,47,Magn.,106000.0,652000000.0,2011,652106000.0
"[35, 18]",en,3.6430000000000002,2012-06-22,Grassroots,5.1,8,Gold.,12400.0,652000000.0,2012,652012400.0
[99],en,3.492,2012-10-12,Casting By,7.5,19,SD,18200.0,652000000.0,2013,652018200.0
[18],he,3.392,2012-07-07,Fill the Void,6.5,38,SPC,1800000.0,652000000.0,2013,653800000.0
[18],en,3.361,2012-10-25,The Loneliest Planet,5.8,29,IFC,130000.0,652000000.0,2012,652130000.0
[35],hi,3.3289999999999997,2012-07-06,Bol Bachchan,5.9,35,FIP,1200000.0,27600000.0,2012,28800000.0
"[28, 35]",hi,3.2880000000000003,2012-12-21,Dabangg 2,5.1,47,Eros,2500000.0,652000000.0,2012,654500000.0
"[53, 9648]",fr,3.239,2012-06-15,The Woman in the Fifth,5.0,43,ATO,114000.0,652000000.0,2012,652114000.0
"[18, 10749]",en,3.0239999999999996,2012-01-21,28 Hotel Rooms,6.0,32,Osci.,18900.0,652000000.0,2012,652018900.0
[18],en,2.873,2012-07-12,Trishna,5.9,29,IFC,240000.0,652000000.0,2012,652240000.0
[99],en,2.661,2012-10-05,The House I Live In,7.8,42,Abr.,211000.0,652000000.0,2012,652211000.0
[35],hi,2.5869999999999997,2012-11-02,Luv Shuv Tey Chicken Khurana,6.1,12,UTV,144000.0,652000000.0,2012,652144000.0
[18],fr,2.418,2012-10-26,The Other Son,6.3,44,Cohen,1300000.0,652000000.0,2012,653300000.0
"[28, 18]",ta,2.377,2012-08-31,Mugamoodi,5.1,9,UTV,101000.0,652000000.0,2012,652101000.0
[99],en,2.36,2012-09-21,Diana Vreeland: The Eye Has to Travel,7.3,20,Gold.,1000000.0,652000000.0,2012,653000000.0
"[35, 18]",fr,2.309,2012-02-23,The Fairy,5.9,25,KL,38400.0,652000000.0,2012,652038400.0
[18],zh,2.302,2012-11-30,Back to 1942,6.1,19,CL,313000.0,652000000.0,2012,652313000.0
"[35, 10749]",cn,2.138,2012-03-30,Love in the Buff,6.8,20,CL,256000.0,652000000.0,2012,652256000.0
[99],en,2.13,2012-08-03,You've Been Trumped,6.6,20,ICir,29300.0,652000000.0,2012,652029300.0
[18],de,2.062,2012-03-29,Breathing,7.1,24,KL,4600.0,803000.0,2012,807600.0
"[18, 99]",en,1.976,2012-08-03,Dreams of a Life,6.9,33,Strand,8400.0,652000000.0,2012,652008400.0
"[18, 36]",fr,1.96,2012-03-16,Free Men,5.9,10,FM,53800.0,564000.0,2012,617800.0
"[35, 99, 18]",en,1.949,2012-05-04,First Position,7.8,24,IFC,1000000.0,652000000.0,2012,653000000.0
"[28, 35]",en,1.824,2012-12-07,Khiladi 786,4.7,16,Eros,379000.0,652000000.0,2012,652379000.0
[18],it,1.8130000000000002,2012-06-08,Corpo Celeste,7.3,19,FM,8900.0,652000000.0,2012,652008900.0
[99],en,1.455,2012-04-20,Hit So Hard,5.8,8,Vari.,34000.0,652000000.0,2012,652034000.0
[53],hi,1.345,2012-10-24,Chakravyuh,5.8,8,Eros,152000.0,652000000.0,2012,652152000.0
"[28, 27, 878]",en,1.325,2012-09-14,Resident Evil: Retribution,5.7,2321,SGem,42300000.0,197700000.0,2012,240000000.0
[99],en,1.248,2012-03-14,Gerhard Richter Painting,7.1,9,KL,243000.0,652000000.0,2012,652243000.0
[18],en,1.2329999999999999,2012-05-22,Serena,5.0,4,Magn.,176000.0,4900000.0,2015,5076000.0
[18],en,8.884,2014-12-25,Serena,5.6,582,Magn.,176000.0,4900000.0,2015,5076000.0
[99],en,0.6,2016-06-22,Serena,7.0,3,Magn.,176000.0,4900000.0,2015,5076000.0
[18],en,1.111,2012-01-07,Morgan,6.7,12,Fox,3900000.0,4900000.0,2016,8800000.0
"[27, 878, 53]",en,9.912,2016-09-02,Morgan,5.7,843,Fox,3900000.0,4900000.0,2016,8800000.0
"[28, 12, 35]",zh,0.956,2012-06-08,Double Trouble,4.0,1,CL,44800.0,652000000.0,2012,652044800.0
[],de,0.9359999999999999,2012-08-10,The Green Wave,8.7,3,RF,415000000.0,70100.0,2012,415070100.0
[18],en,0.9059999999999999,2012-05-24,Split,5.3,2,Uni.,138300000.0,140200000.0,2017,278500000.0
"[27, 53]",en,25.783,2016-09-26,Split,7.2,10375,Uni.,138300000.0,140200000.0,2017,278500000.0
"[14, 18]",en,2.454,2016-04-07,Split,5.0,5,Uni.,138300000.0,140200000.0,2017,278500000.0
"[35, 10749]",en,2.029,2016-08-02,Split,4.8,16,Uni.,138300000.0,140200000.0,2017,278500000.0
"[10402, 99]",en,0.84,2012-11-02,Wagner & Me,8.0,2,FRun,37700.0,41000.0,2012,78700.0
[99],en,0.84,2012-07-07,Diana,7.0,1,EOne,335000.0,21400000.0,2013,21735000.0
"[18, 10749]",en,7.3,2013-11-01,Diana,5.5,294,EOne,335000.0,21400000.0,2013,21735000.0
"[10402, 99]",en,0.716,2012-06-29,Neil Young Journeys,7.3,4,SPC,215000.0,652000000.0,2012,652215000.0
